,image,query_id,query_text,first,second,third,avg_expert,share_pos,count_pos,count_neg,total_rating,text_from_text
10,1107246521_d16a476380.jpg,3582742297_1daa29968e.jpg#2,Three dogs are playing in a field .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a dog that is jumping in the air to catch a frisbee
11,1119015538_e8e796281e.jpg,416106657_cab2a107a5.jpg#2,"A white dog runs in the grass ,",4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,puppy running in the grass
12,1119015538_e8e796281e.jpg,2534502836_7a75305655.jpg#2,A small brown and white dog running through tall grass .,2,3,4,0.6666666666666666,0.333333333333333,1,2,0.5999999999999999,puppy running in the grass
13,1119015538_e8e796281e.jpg,229862312_1a0ba19dab.jpg#2,A dog rolling in the grass .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,puppy running in the grass
15,1122944218_8eb3607403.jpg,3044500219_778f9f2b71.jpg#2,Four woman wearing formal gowns pose together and smile .,1,1,1,0.0,0.0,0,3,0.0,there is a baby that is holding a pakistan flag in his hand
16,1122944218_8eb3607403.jpg,3220126881_b0a4f7cccb.jpg#2,Two men and a woman smile at the camera .,1,1,1,0.0,0.0,0,3,0.0,there is a baby that is holding a pakistan flag in his hand
14,1122944218_8eb3607403.jpg,2894217628_f1a4153dca.jpg#2,The football player wearing a white helmet and orange chairs swing his leg while the player next to him kneels .,1,1,1,0.0,0.0,0,3,0.0,there is a baby that is holding a pakistan flag in his hand
17,1131800850_89c7ffd477.jpg,2345984157_724823b1e4.jpg#2,A brown dog shaking off water .,3,4,4,0.8888888888888888,1.0,3,0,0.9111111111111112,there is a dog that is standing in the water with it's mouth open
18,1131800850_89c7ffd477.jpg,3384314832_dffc944152.jpg#2,Brown and white dog jumping over a low rail with a tennis ball in his mouth .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a dog that is standing in the water with it's mouth open
19,1131932671_c8d17751b3.jpg,1131932671_c8d17751b3.jpg#2,A boy jumps from one bed to another .,4,4,4,1.0,1.0,3,0,1.0,there is a young boy jumping on a bed with a green blanket
20,1131932671_c8d17751b3.jpg,3245460937_2710a82709.jpg#2,A child jumping on a tennis court .,3,3,3,0.6666666666666666,1.0,3,0,0.7333333333333334,there is a young boy jumping on a bed with a green blanket
24,115684808_cb01227802.jpg,115684808_cb01227802.jpg#2,Three people and a sled .,4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,several people are standing in the snow with a sled
21,115684808_cb01227802.jpg,3239021459_a6b71bb400.jpg#2,A child sleds over a mound of snow as others watch him .,2,2,2,0.3333333333333333,0.333333333333333,1,2,0.33333333333333326,several people are standing in the snow with a sled
22,115684808_cb01227802.jpg,1472882567_33dc14c8b6.jpg#2,Four people climbing a hill in the snow .,2,2,3,0.4444444444444445,0.666666666666667,2,1,0.48888888888888904,several people are standing in the snow with a sled
23,115684808_cb01227802.jpg,2100816230_ff866fb352.jpg#2,A man jumps while snow skiing .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,several people are standing in the snow with a sled
25,1167669558_87a8a467d6.jpg,543007912_23fc735b99.jpg#2,Two girls with orange shirts .,1,1,1,0.0,0.0,0,3,0.0,there is a man with a tooth sticking out of his forehead
26,1167669558_87a8a467d6.jpg,2594042571_2e4666507e.jpg#2,"A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on .",1,1,1,0.0,0.0,0,3,0.0,there is a man with a tooth sticking out of his forehead
27,1167669558_87a8a467d6.jpg,2718495608_d8533e3ac5.jpg#2,A girl wearing a yellow shirt and sunglasses smiles .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a man with a tooth sticking out of his forehead
28,1174525839_7c1e6cfa86.jpg,3185409663_95f6b958d8.jpg#2,A little girl runs on the wet sand near the ocean .,3,3,4,0.7777777777777778,1.0,3,0,0.8222222222222222,there is a woman jumping in the air on the beach
29,1174525839_7c1e6cfa86.jpg,339350939_6643bfb270.jpg#2,A dog is running along the beach beside the ocean .,2,2,3,0.4444444444444445,0.333333333333333,1,2,0.4222222222222222,there is a woman jumping in the air on the beach
31,1174629344_a2e1a2bdbf.jpg,1174629344_a2e1a2bdbf.jpg#2,A group of people walking a city street in warm weather .,4,4,4,1.0,1.0,3,0,1.0,people walking down a street in a city with tall buildings
30,1174629344_a2e1a2bdbf.jpg,3365783912_e12c3510d8.jpg#2,Two men walk through a city with words on the street .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,people walking down a street in a city with tall buildings
32,1174629344_a2e1a2bdbf.jpg,1329832826_432538d331.jpg#2,People waiting to cross the street in front of a pharmacy with lit up sign .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,people walking down a street in a city with tall buildings
34,1220401002_3f44b1f3f7.jpg,3004823335_9b82cbd8a7.jpg#2,"A dog in a grassy field , looking up .",1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,they are playing frisbee in the park together on the grass
33,1220401002_3f44b1f3f7.jpg,494792770_2c5f767ac0.jpg#2,a dog runs through the long grass .,1,1,1,0.0,0.0,0,3,0.0,they are playing frisbee in the park together on the grass
35,1224851143_33bcdd299c.jpg,2660008870_b672a4c76a.jpg#2,A little boy is jumping out of the pool .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,blond boy eating a spoonful of food at a restaurant
36,1224851143_33bcdd299c.jpg,2501595799_6316001e89.jpg#2,A little boy is jumping into an outdoor kiddie pool,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,blond boy eating a spoonful of food at a restaurant
37,1237985362_dbafc59280.jpg,3218480482_66af7587c8.jpg#2,A Miami basketball player dribbles by an Arizona State player .,1,1,1,0.0,0.0,0,3,0.0,there are two children playing with bubbles in the park
38,1248940539_46d33ed487.jpg,2878190821_6e4e03dc5f.jpg#2,A young child with a dirty shirt is standing on a playground,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there are two girls on the beach playing with a frisbee
39,1258913059_07c613f7ff.jpg,3729525173_7f984ed776.jpg#2,A woman is reading literature and sitting on the front stoop of a building .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,people sitting at a picnic table outside a restaurant with umbrellas
40,1258913059_07c613f7ff.jpg,1536774449_e16b1b6382.jpg#2,A crowd of people at an outdoor event,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,people sitting at a picnic table outside a restaurant with umbrellas
43,1262583859_653f1469a9.jpg,3192069971_83c5a90b4c.jpg#2,A little boy with a blue helmet rides his bike with his feet on the handlebars .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man riding a bike on the sidewalk with a drink
42,1262583859_653f1469a9.jpg,2544182005_3aa1332bf9.jpg#2,A young child is riding a purple bike .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man riding a bike on the sidewalk with a drink
41,1262583859_653f1469a9.jpg,3502993968_4ee36afb0e.jpg#2,A cyclist in a helmet and yellow jersey .,2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,there is a man riding a bike on the sidewalk with a drink
44,1267711451_e2a754b4f8.jpg,3216926094_bc975e84b9.jpg#2,A dog running with a blue toy in its mouth .,2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,there is a dog carrying a stick in its mouth
45,1267711451_e2a754b4f8.jpg,2345984157_724823b1e4.jpg#2,A brown dog shaking off water .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a dog carrying a stick in its mouth
46,1267711451_e2a754b4f8.jpg,2723477522_d89f5ac62b.jpg#2,The large brown dog is chasing after the little brown dog .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a dog carrying a stick in its mouth
47,127488876_f2d2a89588.jpg,3004823335_9b82cbd8a7.jpg#2,"A dog in a grassy field , looking up .",1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there are two people that are playing golf in the grass
48,127490019_7c5c08cb11.jpg,700884207_d3ec546494.jpg#2,A woman holds a fat baby with sunglasses and a denim hat .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,woman in blue shirt and white shorts playing golf on a sunny day
52,1282392036_5a0328eb86.jpg,3155987659_b9ea318dd3.jpg#2,A dog jumps to catch a red Frisbee in the yard .,1,1,1,0.0,0.0,0,3,0.0,several people in medieval costumes are sitting on the grass
51,1282392036_5a0328eb86.jpg,1237985362_dbafc59280.jpg#2,A woman with holding a young girl playing with bubbles at a picnic .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,several people in medieval costumes are sitting on the grass
50,1282392036_5a0328eb86.jpg,2197275664_fabcf3424b.jpg#2,Little girl playing on a scooter in her house .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,several people in medieval costumes are sitting on the grass
49,1282392036_5a0328eb86.jpg,3727752439_907795603b.jpg#2,a woman wearing a black and white outfit while holding her sunglasses .,1,1,1,0.0,0.0,0,3,0.0,several people in medieval costumes are sitting on the grass
53,1287073593_f3d2a62455.jpg,391579205_c8373b5411.jpg#2,An airborne dog on a leash with a woman .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,araffes pulling a sled with a man and two dogs
54,1287073593_f3d2a62455.jpg,3214237686_6566b8b52f.jpg#2,A person riding a snowboard jumps high over the snowy hill .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,araffes pulling a sled with a man and two dogs
55,1287475186_2dee85f1a5.jpg,2918769188_565dd48060.jpg#2,A swimmer is doing the backstroke in the swimming pool .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,boy in the water playing with a water spout
56,1298295313_db1f4c6522.jpg,2461616306_3ee7ac1b4b.jpg#2,a boy jumps into the blue pool water .,3,3,3,0.6666666666666666,0.666666666666667,2,1,0.6666666666666667,there is a young boy jumping into the water from a dock
57,1298295313_db1f4c6522.jpg,3658427967_6e2e57458d.jpg#2,A boy is about to jump into the water .,3,3,3,0.6666666666666666,0.666666666666667,2,1,0.6666666666666667,there is a young boy jumping into the water from a dock
58,1311388430_4ab0cd1a1f.jpg,2892995070_39f3c9a56e.jpg#2,A brown dog leaps into the air next to a black dog on a sandy bay .,1,1,1,0.0,0.0,0,3,0.0,there is a person hanging from a power line on a hill
59,1311388430_4ab0cd1a1f.jpg,3182121297_38c99b2769.jpg#2,Person snowboarding at a ski slope .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a person hanging from a power line on a hill
60,1311388430_4ab0cd1a1f.jpg,3364026240_645d533fda.jpg#2,A mountain skier heads down a mountain .,1,1,1,0.0,0.0,0,3,0.0,there is a person hanging from a power line on a hill
61,1311388430_4ab0cd1a1f.jpg,3541474181_489f19fae7.jpg#2,A snowboarder in the air over a snowy mountain .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a person hanging from a power line on a hill
62,1322323208_c7ecb742c6.jpg,1322323208_c7ecb742c6.jpg#2,"Two children , one of which is holding a stick , are standing on the beach as the sun begins to set .",4,4,4,1.0,1.0,3,0,1.0,they are playing in the sand on the beach at sunset
63,1322323208_c7ecb742c6.jpg,533483374_86c5d4c13e.jpg#2,a dog on the beach .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,they are playing in the sand on the beach at sunset
64,132489044_3be606baf7.jpg,434792818_56375e203f.jpg#2,A man and woman look back at the camera while standing in front of a red art structure .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,arafed man in a suit leaning against a train door
65,1329832826_432538d331.jpg,300577375_26cc2773a1.jpg#2,An officer stands next to a car on a city street .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,people standing on the sidewalk in front of a store with a neon sign
66,1329832826_432538d331.jpg,3500136982_bf7a85531e.jpg#2,A line of rollerbladers crouch down aerodynamically,1,1,1,0.0,0.0,0,3,0.0,people standing on the sidewalk in front of a store with a neon sign
67,1329832826_432538d331.jpg,1536774449_e16b1b6382.jpg#2,A crowd of people at an outdoor event,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,people standing on the sidewalk in front of a store with a neon sign
71,1332722096_1e3de8ae70.jpg,2248487950_c62d0c81a9.jpg#2,"A woman crosses the street near a man , who is on his cellphone .",1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,three women in green boots standing on a sidewalk talking to each other
70,1332722096_1e3de8ae70.jpg,3359551687_68f2f0212a.jpg#2,A woman is doing a backwards flip in front of a crowd of other people sitting on the sidewalk .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,three women in green boots standing on a sidewalk talking to each other
72,1332722096_1e3de8ae70.jpg,1329832826_432538d331.jpg#2,People waiting to cross the street in front of a pharmacy with lit up sign .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,three women in green boots standing on a sidewalk talking to each other
68,1332722096_1e3de8ae70.jpg,2602258549_7401a3cdae.jpg#2,A couple is sitting in a restaurant holding hands .,1,1,1,0.0,0.0,0,3,0.0,three women in green boots standing on a sidewalk talking to each other
69,1332722096_1e3de8ae70.jpg,448658518_eec0b648a6.jpg#2,A man dressed in black stands at a street corner near a crossing light .,1,1,1,0.0,0.0,0,3,0.0,three women in green boots standing on a sidewalk talking to each other
73,1339596997_8ac29c1841.jpg,1348304997_afe60a61df.jpg#2,A young girl jumping over a railing or a ladder on its side .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,three women standing on a bridge looking at their cell phones
74,1339596997_8ac29c1841.jpg,3485425825_c2f3446e73.jpg#2,A young girl is standing on the back of a man 's bicycle while the man peddles forward .,1,1,1,0.0,0.0,0,3,0.0,three women standing on a bridge looking at their cell phones
75,1339596997_8ac29c1841.jpg,3497224764_6e17544e0d.jpg#2,A woman writing while standing by men .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,three women standing on a bridge looking at their cell phones
76,1343426964_cde3fb54e8.jpg,2450299735_62c095f40e.jpg#2,A little girl in a white shirt sliding down a green slide splashing into a blue baby pool .,1,1,1,0.0,0.0,0,3,0.0,boy standing on the beach with a kite and a sail
77,1343426964_cde3fb54e8.jpg,522063319_33827f1627.jpg#2,Two children kneeling down with pirate hats on,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,boy standing on the beach with a kite and a sail
78,1343426964_cde3fb54e8.jpg,2707873672_15e6b5d54b.jpg#2,Two redheaded boys in brown shirts stand on a table and are fighting with sticks .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,boy standing on the beach with a kite and a sail
79,1343426964_cde3fb54e8.jpg,3741827382_71e93298d0.jpg#2,A young boy jumps around on a blue mat with a half-smile on his face .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,boy standing on the beach with a kite and a sail
80,1352410176_af6b139734.jpg,339350939_6643bfb270.jpg#2,A dog is running along the beach beside the ocean .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a woman that is standing on a wooden fence
81,1352410176_af6b139734.jpg,533483374_86c5d4c13e.jpg#2,a dog on the beach .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a woman that is standing on a wooden fence
82,1352410176_af6b139734.jpg,300922408_05a4f9938c.jpg#2,A man kneels in the wet sand at a beach near a dog .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a woman that is standing on a wooden fence
83,1356796100_b265479721.jpg,1682079482_9a72fa57fa.jpg#2,A toddler girl in a swing is laughing .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a young girl standing in a tree looking at the camera
84,136552115_6dc3e7231c.jpg,3458559770_12cf9f134e.jpg#2,Person in blue jacket on a bike on a dirt course with people looking from behind a red and white barrier .,2,2,3,0.4444444444444445,0.0,0,3,0.3555555555555556,there is a man riding a bike up a hill on a bike
85,136552115_6dc3e7231c.jpg,302983277_69a4e732e4.jpg#2,A man riding a brown horse poses in front of a mountain scene .,1,1,2,0.11111111111111109,0.333333333333333,1,2,0.15555555555555547,there is a man riding a bike up a hill on a bike
86,136644343_0e2b423829.jpg,2929506802_5432054d77.jpg#2,"A boy smiling , leaning over a wagon filled with two large pumpkins .",2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,arafed child on a tire swing in a park
88,136886677_6026c622eb.jpg,2176980976_7054c99621.jpg#2,Several people on top of a mountain look down at the ground .,1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a man and a woman in a canoe on a river
87,136886677_6026c622eb.jpg,3320356356_1497e53f80.jpg#2,A man scales a rock in the forest .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a man and a woman in a canoe on a river
89,1386964743_9e80d96b05.jpg,3593392955_a4125087f6.jpg#2,Two dogs run down a dirt path in the forest .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a young girl taking a picture of a field
90,1386964743_9e80d96b05.jpg,3004823335_9b82cbd8a7.jpg#2,"A dog in a grassy field , looking up .",1,2,2,0.22222222222222224,0.0,0,3,0.1777777777777778,there is a young girl taking a picture of a field
91,138718600_f430ebca17.jpg,293881927_ac62900fd4.jpg#2,The dog is on the fence,1,1,1,0.0,0.0,0,3,0.0,there are two women sitting next to a bike by the water
92,1389264266_8170bc1c54.jpg,2666179615_f05a9d8331.jpg#2,A woman in a red shirt with her arm raised .,1,2,3,0.3333333333333333,0.0,0,3,0.26666666666666666,two women in punk outfits talking on a cell phone
93,1389264266_8170bc1c54.jpg,435827376_4384c3005a.jpg#2,"A man and a woman walking down a street , carrying luggage .",2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,two women in punk outfits talking on a cell phone
94,1389264266_8170bc1c54.jpg,3220161734_77f42734b9.jpg#2,A girl in a black outfit with a red sash and a black headband has one hand on her waist and one extended straight out .,1,2,2,0.22222222222222224,0.333333333333333,1,2,0.2444444444444444,two women in punk outfits talking on a cell phone
96,1392272228_cf104086e6.jpg,3048597471_5697538daf.jpg#2,A dog wading in the water with a ball in his mouth,3,3,3,0.6666666666666666,0.333333333333333,1,2,0.5999999999999999,there is a dog that is running in the water with a stick
95,1392272228_cf104086e6.jpg,2938747424_64e64784f0.jpg#2,A white dog is running through the water onto the shore .,2,3,3,0.5555555555555555,0.666666666666667,2,1,0.5777777777777778,there is a dog that is running in the water with a stick
97,1392272228_cf104086e6.jpg,1517721825_10176d0683.jpg#2,Three dogs running through water .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a dog that is running in the water with a stick
98,1392272228_cf104086e6.jpg,280706862_14c30d734a.jpg#2,A black dog on a beach carrying a ball in its mouth .,3,3,3,0.6666666666666666,0.666666666666667,2,1,0.6666666666666667,there is a dog that is running in the water with a stick
99,1392272228_cf104086e6.jpg,359837950_9e22ffe6c2.jpg#2,A black dog walking along a rocky terrain .,2,3,3,0.5555555555555555,0.333333333333333,1,2,0.5111111111111111,there is a dog that is running in the water with a stick
100,1394368714_3bc7c19969.jpg,3471841031_a949645ba8.jpg#2,People at park sitting on benches and a woman taking care of her child in the stroller .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a man bending over to pet a dog on the street
101,1394368714_3bc7c19969.jpg,2676764246_c58205a365.jpg#2,Three dogs running on a racing track .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a man bending over to pet a dog on the street
102,1394368714_3bc7c19969.jpg,3506560025_8d0f4f9ac4.jpg#2,A woman holding a camera .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a man bending over to pet a dog on the street
103,1394368714_3bc7c19969.jpg,3523474077_16e14bc54c.jpg#2,"A man in a blue t-shirt holds a camera ,",1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a man bending over to pet a dog on the street
109,1402640441_81978e32a9.jpg,1764955991_5e53a28c87.jpg#2,A dog with a ball in his mouth running down a road covered in leaves .,1,1,1,0.0,0.0,0,3,0.0,boy in red trunks playing with a soccer ball on a sandy beach
107,1402640441_81978e32a9.jpg,2194286203_5dc620006a.jpg#2,boy and girl make a sand castle,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,boy in red trunks playing with a soccer ball on a sandy beach
108,1402640441_81978e32a9.jpg,3484649669_7bfe62080b.jpg#2,A young girl plays in fountain water .,1,1,1,0.0,0.0,0,3,0.0,boy in red trunks playing with a soccer ball on a sandy beach
105,1402640441_81978e32a9.jpg,2844641033_dab3715a99.jpg#2,A boy plays in the sand .,4,4,4,1.0,1.0,3,0,1.0,boy in red trunks playing with a soccer ball on a sandy beach
106,1402640441_81978e32a9.jpg,2878272032_fda05ffac7.jpg#2,dogs playing in a stream,1,1,1,0.0,0.0,0,3,0.0,boy in red trunks playing with a soccer ball on a sandy beach
104,1402640441_81978e32a9.jpg,1472230829_803818a383.jpg#2,Rafting boat on river .,1,1,1,0.0,0.0,0,3,0.0,boy in red trunks playing with a soccer ball on a sandy beach
110,1404832008_68e432665b.jpg,354642192_3b7666a2dd.jpg#2,A person swimming in water nearby rocks and a small waterfall .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,araffe man in the water holding onto a rope while being pulled by a boat
111,1404832008_68e432665b.jpg,925491651_57df3a5b36.jpg#2,A tan dog jumps into water .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,araffe man in the water holding onto a rope while being pulled by a boat
116,1408958345_68eea9a4e4.jpg,260828892_7925d27865.jpg#2,A person walks along the beach and leaves footprints in the sand .,3,3,4,0.7777777777777778,0.0,0,3,0.6222222222222222,there is a young girl in a bathing suit running on the beach
112,1408958345_68eea9a4e4.jpg,533483374_86c5d4c13e.jpg#2,a dog on the beach .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a young girl in a bathing suit running on the beach
113,1408958345_68eea9a4e4.jpg,476233374_e1396998ef.jpg#2,Two kids playing on a pebble beach by the water,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a young girl in a bathing suit running on the beach
114,1408958345_68eea9a4e4.jpg,339350939_6643bfb270.jpg#2,A dog is running along the beach beside the ocean .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a young girl in a bathing suit running on the beach
115,1408958345_68eea9a4e4.jpg,799486353_f665d7b0f0.jpg#2,A young girl holding a boogie board at the beach,2,3,3,0.5555555555555555,0.0,0,3,0.4444444444444444,there is a young girl in a bathing suit running on the beach
117,1417031097_ab656bc4bd.jpg,2073105823_6dacade004.jpg#2,a person is sliding down a brick rail on a snowboard .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,people sitting on a ferris wheel with a sign that says fair
118,1425069308_488e5fcf9d.jpg,1425069308_488e5fcf9d.jpg#2,A white dog jumps to catch a blue ball in a living room .,4,4,4,1.0,1.0,3,0,1.0,there is a dog that is jumping up to catch a ball
119,1425069308_488e5fcf9d.jpg,245252561_4f20f1c89e.jpg#2,A black dog and a white dog play in the street together .,3,3,3,0.6666666666666666,0.0,0,3,0.5333333333333333,there is a dog that is jumping up to catch a ball
120,1427391496_ea512cbe7f.jpg,3673165148_67f217064f.jpg#2,A dog standing on a beach .,2,2,2,0.3333333333333333,0.0,0,3,0.26666666666666666,there is a young boy standing on a wooden dock holding a frisbee
121,1427391496_ea512cbe7f.jpg,3442242092_e579538d82.jpg#2,The Asian girl wearing a pink and black striped top is walking next to the girl in the grey top .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a young boy standing on a wooden dock holding a frisbee
122,1427391496_ea512cbe7f.jpg,3363750526_efcedc47a9.jpg#2,Black and white dog on wet sand .,1,1,1,0.0,0.0,0,3,0.0,there is a young boy standing on a wooden dock holding a frisbee
123,1427391496_ea512cbe7f.jpg,2595186208_9b16fa0ee3.jpg#2,A black dog jumping off of a dock .,1,1,2,0.11111111111111109,0.0,0,3,0.08888888888888888,there is a young boy standing on a wooden dock holding a frisbee
124,1433142189_cda8652603.jpg,3745451546_fc8ec70cbd.jpg#2,A person is hiking to the top of a hill .,4,4,4,1.0,1.0,3,0,1.0,there is a man walking up a hill with a backpack
125,1433142189_cda8652603.jpg,3220650628_4ed964e5b4.jpg#2,"A small crowd in winter jackets stand in a snow field , looking at fireworks .",1,1,1,0.0,0.0,0,3,0.0,there is a man walking up a hill with a backpack
127,143688283_a96ded20f1.jpg,2991575785_bd4868e215.jpg#2,A girl in jeans tries to show an adult how high she can kick .,1,1,1,0.0,0.0,0,3,0.0,arafed man on a rope with a harness and a rope
126,143688283_a96ded20f1.jpg,3320356356_1497e53f80.jpg#2,A man scales a rock in the forest .,4,4,4,1.0,0.666666666666667,2,1,0.9333333333333335,arafed man on a rope with a harness and a rope
128,1446053356_a924b4893f.jpg,500446858_125702b296.jpg#2,A white dog is running on gravel away from two people and a black and brown dog .,1,1,1,0.0,0.0,0,4,0.0,they are playing soccer on the field in the park
129,1446053356_a924b4893f.jpg,3540416981_4e74f08cbb.jpg#2,A white dog is chasing a stuffed animal being pulled on a string .,1,1,1,0.0,0.0,0,3,0.0,they are playing soccer on the field in the park
130,1446053356_a924b4893f.jpg,1446053356_a924b4893f.jpg#2,Two girls in soccer strips are playing on a sports field .,4,4,4,1.0,1.0,3,0,1.0,they are playing soccer on the field in the park
131,1446053356_a924b4893f.jpg,3290105461_7590f23371.jpg#2,A man in a rugby uniform hitting a ball in a grassy field .,1,1,1,0.0,0.0,0,4,0.0,they are playing soccer on the field in the park
132,1446053356_a924b4893f.jpg,1626754053_81126b67b6.jpg#2,A black and white dog prepares to catch a Frisbee .,1,1,1,0.0,0.0,0,3,0.0,they are playing soccer on the field in the park
